To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
06/29/2018 19:26:06.262 [1860]: 1>    Compiling assembly Microsoft.ServiceModel.DomainServices.Tools.resources, Version=4.0.0.00000, Culture=fr, PublicKeyToken=31BF3856AD364E35 (CLR v4.0.30319) ...
07/28/2018 04:01:17.050 [196]: ngen returning 0x00000000
07/28/2018 04:01:17.065 [5984]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\24c4f72228815c5102cd835c86489f17\Microsoft.SqlServer.SqlTDiagM.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:17.159 [5984]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:17.175 [5984]: ngen returning 0x00000000
07/28/2018 04:01:17.284 [8932]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\2fba57c040e59463c1cf56d3b9fae65b\Microsoft.SqlServer.SmoExtended.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:17.425 [8932]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:17.425 [8932]: ngen returning 0x00000000
07/28/2018 04:01:17.440 [2332]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\4effb8567f0f06079a56cfa6b1eeb23a\Microsoft.SqlServer.Management.HadrDMF.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:17.565 [2332]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:17.565 [2332]: ngen returning 0x00000000
07/28/2018 04:01:17.597 [2040]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\5061c502910a66038b5c884747dea072\Microsoft.SqlServer.WmiEnum.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:17.675 [2040]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:17.690 [2040]: ngen returning 0x00000000
07/28/2018 04:01:17.706 [8740]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\5861ac64457a72e95b30db921c025869\Microsoft.SqlServer.SqlClrProvider.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:17.800 [8740]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:17.815 [8740]: ngen returning 0x00000000
07/28/2018 04:01:17.878 [224]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\690d7d074e9e2f051310300fe9b618fa\Microsoft.SqlServer.RegSvrEnum.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.003 [224]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.003 [224]: ngen returning 0x00000000
07/28/2018 04:01:18.034 [1884]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\69a228750ecc6c1517bb621042629b5b\Microsoft.SqlServer.Management.Sdk.Sfc.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.128 [1884]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.128 [1884]: ngen returning 0x00000000
07/28/2018 04:01:18.144 [4264]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\7733abc24e89e49b379d5ec71501acd2\Microsoft.SqlServer.SString.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.269 [4264]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.269 [4264]: ngen returning 0x00000000
07/28/2018 04:01:18.409 [9240]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\92c7c19d4fb21933c9d6b7fd85eb3355\Microsoft.SqlServer.BatchParserClient.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.503 [9240]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.503 [9240]: ngen returning 0x00000000
07/28/2018 04:01:18.519 [10304]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\9d0eb576d9a8498fda828a8d0d05d4c9\Microsoft.SqlServer.BatchParser.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.628 [10304]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.644 [10304]: ngen returning 0x00000000
07/28/2018 04:01:18.659 [5208]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\baae7ce7aef690ed1b3a6241f140ed60\Microsoft.SqlServer.Diagnostics.STrace.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.753 [5208]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.753 [5208]: ngen returning 0x00000000
07/28/2018 04:01:18.769 [3820]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\c0e12ac4981b755b17cb5a4f14cbbc15\Microsoft.SqlServer.Smo.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:18.878 [3820]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:18.878 [3820]: ngen returning 0x00000000
07/28/2018 04:01:18.972 [7476]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\c3252403664f8a7aea2f70ab62ba25f8\Microsoft.SqlServer.ServiceBrokerEnum.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:19.112 [7476]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:19.128 [7476]: ngen returning 0x00000000
07/28/2018 04:01:19.144 [8172]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\ded562bd9ff69707a8862259ccc10327\Microsoft.SqlServer.SqlEnum.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:19.253 [8172]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:19.253 [8172]: ngen returning 0x00000000
07/28/2018 04:01:19.269 [7680]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\f867c3aad3eb2acf18c268921b028184\Microsoft.SqlServer.PolicyEnum.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:19.362 [7680]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:19.378 [7680]: ngen returning 0x00000000
07/28/2018 04:01:19.472 [10368]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.TeamFound#\65d02de8789243c27e5c0104bdba7d21\Microsoft.TeamFoundation.TestManagement.Client.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:19.628 [10368]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:19.628 [10368]: ngen returning 0x00000000
07/28/2018 04:01:19.644 [8136]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.TeamFound#\6f30a66d70e68573bb73b54c5e86a7d7\Microsoft.TeamFoundation.TestManagement.Common.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:19.737 [8136]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:19.753 [8136]: ngen returning 0x00000000
07/28/2018 04:01:19.862 [4832]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.TeamFound#\c2e255cad0b4f5d785c8266199caa9da\Microsoft.TeamFoundation.TestManagement.Controller.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:20.144 [4832]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:20.144 [4832]: ngen returning 0x00000000
07/28/2018 04:01:20.191 [9444]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualBas#\394c916f75c87d21099342178d53e9ee\Microsoft.VisualBasic.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:20.316 [9444]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:20.316 [9444]: ngen returning 0x00000000
07/28/2018 04:01:20.612 [8692]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\0a4b390d51ff75d8d6700a30f64ff06d\Microsoft.VisualStudio.Tools.Office.Word.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:20.722 [8692]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:20.722 [8692]: ngen returning 0x00000000
07/28/2018 04:01:20.737 [8916]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\0a977d15797e96a70e24759aa7fa0939\Microsoft.VisualStudio.Tools.Applications.HostAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:20.878 [8916]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:20.878 [8916]: ngen returning 0x00000000
07/28/2018 04:01:20.925 [7656]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\1958d2a033c9a7d7108b1b432a438de5\Microsoft.VisualStudio.Tools.Applications.ServerDocument.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.003 [7656]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.019 [7656]: ngen returning 0x00000000
07/28/2018 04:01:21.034 [10588]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\1c17750eb66d3e2afd8d0785cfa40c5c\Microsoft.VisualStudio.Tools.Office.Contract.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.128 [10588]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.144 [10588]: ngen returning 0x00000000
07/28/2018 04:01:21.159 [9076]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\209f4e14e6489796c735e73fcd0a5d8b\Microsoft.VisualStudio.Tools.Applications.Runtime.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.253 [9076]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.269 [9076]: ngen returning 0x00000000
07/28/2018 04:01:21.300 [8776]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\3682d0f8d774e413c1531c00996c9921\Microsoft.VisualStudio.Tools.Applications.Hosting.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.394 [8776]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.409 [8776]: ngen returning 0x00000000
07/28/2018 04:01:21.441 [9156]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\3d89a9c74d934fa2f2b797903516a2cb\Microsoft.VisualStudio.Tools.Office.Excel.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.534 [9156]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.550 [9156]: ngen returning 0x00000000
07/28/2018 04:01:21.644 [3484]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\5a746c38b7c03ff08dde607f027bcc9d\Microsoft.VisualStudio.Tools.Applications.Adapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.737 [3484]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.753 [3484]: ngen returning 0x00000000
07/28/2018 04:01:21.769 [7600]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\61469a8c022657e03970ffb517389e52\Microsoft.VisualStudio.Shell.Interop.9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:21.862 [7600]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:21.862 [7600]: ngen returning 0x00000000
07/28/2018 04:01:21.878 [1356]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\8018213b22f462908123477376ad586d\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:22.003 [1356]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:22.003 [1356]: ngen returning 0x00000000
07/28/2018 04:01:22.034 [1892]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\8490c9d2b8d831f154dc305caa8f6ddc\Microsoft.VisualStudio.Tools.Office.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:22.144 [1892]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:22.159 [1892]: ngen returning 0x00000000
07/28/2018 04:01:22.175 [10472]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\84dff5634edb7e46e2587f1b9e9329eb\Microsoft.VisualStudio.Tools.Office.AppInfoDocument.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:22.269 [10472]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:22.284 [10472]: ngen returning 0x00000000
07/28/2018 04:01:22.300 [836]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\8b50cd1e7107c7296d1c153befa8c4ce\Microsoft.VisualStudio.Shell.Interop.8.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:22.519 [836]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:22.519 [836]: ngen returning 0x00000000
07/28/2018 04:01:22.675 [1252]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\ac91ba85410751685dddfb9ef95ab84b\Microsoft.VisualStudio.Tools.Applications.Runtime.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:22.769 [1252]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:22.769 [1252]: ngen returning 0x00000000
07/28/2018 04:01:22.784 [284]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\bde62e3f76cda6a0217c1fa3b5d43e86\Microsoft.VisualStudio.OLE.Interop.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:22.878 [284]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:22.894 [284]: ngen returning 0x00000000
07/28/2018 04:01:22.956 [7640]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\c4483e42893ada61ee82e0069e244d66\Microsoft.VisualStudio.Tools.Applications.Contract.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:23.050 [7640]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:23.050 [7640]: ngen returning 0x00000000
07/28/2018 04:01:23.175 [3808]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\cc2077d9006f63ffadd27843b8a0e593\Microsoft.VisualStudio.Tools.Office.Runtime.v9.0.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:23.362 [3808]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:23.362 [3808]: ngen returning 0x00000000
07/28/2018 04:01:23.487 [5508]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.WSMan.Man#\741bce1ea87f2fce261d2babfc011679\Microsoft.WSMan.Management.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:23.597 [5508]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:23.612 [5508]: ngen returning 0x00000000
07/28/2018 04:01:23.675 [6512]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.WSMan.Run#\0a8c163aa476f13d9c6fb4123ff3879f\Microsoft.WSMan.Runtime.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:23.769 [6512]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:23.769 [6512]: ngen returning 0x00000000
07/28/2018 04:01:23.784 [2868]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\mscorlib\6ae9f3d2ae4121ad516f2700259ef699\mscorlib.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:23.878 [2868]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:23.894 [2868]: ngen returning 0x00000000
07/28/2018 04:01:23.909 [6324]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\PresentationCore\b51d3c900624a9d0d7686b38ca9d244a\PresentationCore.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.003 [6324]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.019 [6324]: ngen returning 0x00000000
07/28/2018 04:01:24.034 [5824]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\PresentationFramewo#\1be08b03c5072996b625a84c73fd4808\PresentationFramework.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.128 [5824]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.128 [5824]: ngen returning 0x00000000
07/28/2018 04:01:24.144 [8216]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\PresentationFramewo#\c0d08c5fc8fbe23cb0ddec38e44b2524\PresentationFramework.Aero.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.253 [8216]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.253 [8216]: ngen returning 0x00000000
07/28/2018 04:01:24.316 [1508]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\QTAgent32_35\31a86c102bfe9019e353fbf66ba8b2a4\QTAgent32_35.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.425 [1508]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.441 [1508]: ngen returning 0x00000000
07/28/2018 04:01:24.487 [3744]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\QTAgent_35\7243e1e0bba96f0fc6601a625c94f829\QTAgent_35.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.597 [3744]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.597 [3744]: ngen returning 0x00000000
07/28/2018 04:01:24.706 [10684]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\ResGen\cefe6c26edda14dc764063e858c91189\ResGen.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.800 [10684]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.816 [10684]: ngen returning 0x00000000
07/28/2018 04:01:24.847 [1384]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\sgen\8cdb168859bbca17885ff90de568924a\sgen.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:24.941 [1384]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:24.941 [1384]: ngen returning 0x00000000
07/28/2018 04:01:24.987 [10808]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\SqlMetal\24007b1d9ca7b0f25cee5d13ce3fa85b\SqlMetal.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.128 [10808]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.144 [10808]: ngen returning 0x00000000
07/28/2018 04:01:25.175 [10616]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\srmlib\6f82f2af258d5fbafe61d571b05dc6bd\srmlib.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.284 [10616]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.284 [10616]: ngen returning 0x00000000
07/28/2018 04:01:25.347 [2156]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System\ba25afe3ac07b01a61f33497fe03699c\System.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.441 [2156]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.456 [2156]: ngen returning 0x00000000
07/28/2018 04:01:25.472 [2976]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.AddIn\d45af15fbe29cc54de27603c164cee1b\System.AddIn.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.566 [2976]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.566 [2976]: ngen returning 0x00000000
07/28/2018 04:01:25.581 [8676]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Configuratio#\a8fce5f692ffaccf72edcf586d7af8d5\System.Configuration.Install.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.691 [8676]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.706 [8676]: ngen returning 0x00000000
07/28/2018 04:01:25.737 [1776]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Configuration\d40a63451e75f9725219fdaf1f1b5f66\System.Configuration.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.816 [1776]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.831 [1776]: ngen returning 0x00000000
07/28/2018 04:01:25.847 [5180]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Core\63c4e9a786cc5ad46efcbcba4fa2aecd\System.Core.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:25.941 [5180]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:25.956 [5180]: ngen returning 0x00000000
07/28/2018 04:01:25.972 [1016]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Data\c3365cd41494c53668241e4ef003117a\System.Data.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:26.066 [1016]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:26.066 [1016]: ngen returning 0x00000000
07/28/2018 04:01:26.175 [4076]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.DirectorySer#\28dfc15f0f4d31ca8fa71bb50ffcb014\System.DirectoryServices.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:26.284 [4076]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:26.300 [4076]: ngen returning 0x00000000
07/28/2018 04:01:26.316 [4632]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Drawing\01f9daca72995207623e2f7a50f44077\System.Drawing.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:26.409 [4632]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:26.409 [4632]: ngen returning 0x00000000
07/28/2018 04:01:26.425 [7948]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Management\9f2c7c9a8bc95f8c003b408a4bc3a05a\System.Management.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:26.519 [7948]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:26.534 [7948]: ngen returning 0x00000000
07/28/2018 04:01:26.550 [8336]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Runtime.Remo#\347ca5a4fd93efafbd01b7c54584428f\System.Runtime.Remoting.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:26.644 [8336]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:26.644 [8336]: ngen returning 0x00000000
